Event_coordinates	NGS_PSI	PCR_PSI
('chr6', 10755375, 10755465)	0.681049928409	0.6
('chr6', 31804201, 31804294)	0.62452090837	0.067
('chr11', 129993507, 129993674)	0.548391874128	0.106
('chr4', 726189, 726287)	0.1346559261	0.0
('chr12', 50052225, 50052377)	0.807089123609	0.218
('chr16', 24950685, 24950918)	0.801714763265	0.631
('chr11', 117253512, 117253658)	0.924300378608	0.181
('chr2', 85578803, 85578985)	0.993840092224	0.916
('chr19', 805492, 805569)	0.327077782423	0.105
('chr17', 42289712, 42289822)	0.566660719975	0.22
('chr6', 117864287, 117864374)	0.842136851641	0.803
('chr12', 58113882, 58114046)	0.221646065816	0.047
('chr21', 48056351, 48056459)	0.133948535304	0.356
('chr11', 233343, 233534)	0.78930689197	0.831
('chr20', 45841287, 45841370)	0.129982263752	0.08
('chr1', 75184893, 75185056)	0.978858154324	0.9
('chr1', 11888515, 11888681)	0.671630322278	0.163
('chr15', 69652305, 69652470)	0.662021117145	0.324
('chr20', 60864263, 60864386)	0.723843517519	1.0
('chr11', 72535105, 72535167)	0.508339710913	1.0
('chr8', 145066046, 145066246)	0.75517132117	0.824
('chr7', 100402788, 100402943)	0.529514095613	0.953
('chr4', 2746424, 2746672)	0.918395015723	0.633
('chr11', 3068983, 3069231)	0.196593673738	0.007
('chr16', 3073475, 3073531)	0.125487295568	0.502
('chr18', 12420324, 12420492)	0.249919926713	0.0
('chr17', 41894045, 41894065)	0.290092318982	0.0
('chr11', 64055537, 64055686)	0.664692461918	0.555
('chr4', 153791905, 153792000)	0.65474172754	0.279
('chr1', 46034157, 46034356)	0.592560753776	0.245
